,PASSENGERS,Passenger Miles,Origin,Destination,Starting Point,Ending Point,geometry
520,390031,509770517,"Guadalajara, Mexico","Los Angeles, CA",POINT (-103.3496092 20.6596988),POINT (-103.3496092 20.6596988),POINT (-103.3496092 20.6596988)
521,389830,205828845,"Detroit, MI","Minneapolis, MN",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
522,389061,1714202766,"Ezeiza, Argentina","Miami, FL",POINT (-58.5228619 -34.8537327),POINT (-58.5228619 -34.8537327),POINT (-58.5228619 -34.8537327)
523,388851,509394810,"Orlando, FL","Minneapolis, MN",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
524,388482,241247322,"Phoenix, AZ","San Jose, CA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
525,388272,405744240,"Miami, FL","San Juan, PR",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
526,388201,52018934,"Birmingham, AL","Atlanta, GA",POINT (-86.80248999999999 33.5206608),POINT (-86.80248999999999 33.5206608),POINT (-86.80248999999999 33.5206608)
527,387322,172745612,"San Diego, CA","Oakland, CA",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
528,386109,1701196254,"Miami, FL","Ezeiza, Argentina",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
529,385548,485019384,"Miami, FL","Boston, MA",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
530,385226,239225342,"San Jose, CA","Phoenix, AZ",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
531,384093,204721569,"Denver, CO","Kansas City, MO",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
532,383802,375358734,"Santa Ana, CA","Seattle, WA",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
533,383599,354427824,"Minneapolis, MN","Washington, DC",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
534,383353,114596974,"New York, NY","Buffalo, NY",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
535,382536,51259824,"Atlanta, GA","Birmingham, AL",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
536,382319,353282834,"Washington, DC","Minneapolis, MN",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
537,381029,290589026,"Houston, TX","Mexico City, Mexico",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
538,380630,202876302,"Kansas City, MO","Denver, CO",POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265)
539,380362,294780550,"Austin, TX","Denver, CO",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
540,380315,1671484405,"Atlanta, GA","Paris, France",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
541,380309,294739475,"Denver, CO","Austin, TX",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
542,380292,498182520,"Minneapolis, MN","Orlando, FL",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
543,380275,667002350,"Boston, MA","Denver, CO",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
544,380123,71843247,"Austin, TX","Dallas, TX",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
545,379890,169430940,"Oakland, CA","San Diego, CA",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
546,379633,425568593,"Boston, MA","Orlando, FL",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
547,378467,297169439,"Tampa, FL","Houston, TX",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
548,378351,1665122751,"Amsterdam, Netherlands","Atlanta, GA",POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157)
549,377914,423641594,"Orlando, FL","Boston, MA",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
550,377631,296474655,"Houston, TX","Tampa, FL",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
551,376090,473121220,"Boston, MA","Miami, FL",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
552,375472,808369360,"Phoenix, AZ","New York, NY",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
553,374705,70819245,"Dallas, TX","Austin, TX",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
554,373930,360326670,"Houston, TX","Fort Lauderdale, FL",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
555,373911,805006599,"New York, NY","Phoenix, AZ",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
556,373522,128863984,"Reno, NV","Las Vegas, NV",POINT (-119.8138027 39.5296329),POINT (-119.8138027 39.5296329),POINT (-119.8138027 39.5296329)
557,373393,654931322,"Denver, CO","Boston, MA",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
558,373372,476422672,"Miami, FL","Mexico City, Mexico",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
559,373156,1642259556,"Atlanta, GA","Amsterdam, Netherlands",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
560,373112,111533072,"Buffalo, NY","New York, NY",POINT (-78.8783689 42.88644679999999),POINT (-78.8783689 42.88644679999999),POINT (-78.8783689 42.88644679999999)
561,372827,128624146,"Las Vegas, NV","Reno, NV",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
562,372023,2577003321,"Hong Kong, Hong Kong","San Francisco, CA",POINT (114.109497 22.396428),POINT (114.109497 22.396428),POINT (114.109497 22.396428)
563,371692,191793072,"Atlanta, GA","Norfolk, VA",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
564,371366,357878956,"Fort Lauderdale, FL","Houston, TX",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
565,371123,357761573,"Miami, FL","Houston, TX",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
566,369882,380238696,"Cancun, Mexico","Dallas/Fort Worth, TX",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
567,369501,356197812,"Houston, TX","Miami, FL",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
568,369276,239015512,"Phoenix, AZ","Oakland, CA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
569,368852,802621952,"Las Vegas, NV","Philadelphia, PA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
570,368406,78838884,"Atlanta, GA","Savannah, GA",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
571,368406,1603679714,"London, United Kingdom","Orlando, FL",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
572,368234,306724950,"Chicago, IL","New Orleans, LA",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
573,368144,2550133488,"San Francisco, CA","Hong Kong, Hong Kong",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
574,367638,2306474621,"Tokyo, Japan","Chicago, IL",POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875)
575,367623,237922047,"Oakland, CA","Phoenix, AZ",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
576,367571,377862988,"Dallas/Fort Worth, TX","Cancun, Mexico",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
577,366568,1611066340,"Paris, France","Atlanta, GA",POINT (2.3522219 48.856614),POINT (2.3522219 48.856614),POINT (2.3522219 48.856614)
578,366212,78369368,"Savannah, GA","Atlanta, GA",POINT (-81.09983419999999 32.0835407),POINT (-81.09983419999999 32.0835407),POINT (-81.09983419999999 32.0835407)
579,366033,188873028,"Norfolk, VA","Atlanta, GA",POINT (-76.28587259999999 36.8507689),POINT (-76.28587259999999 36.8507689),POINT (-76.28587259999999 36.8507689)
580,365639,278982557,"Las Vegas, NV","Portland, OR",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
581,364961,278367341,"Mexico City, Mexico","Houston, TX",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
582,362531,379207426,"San Juan, PR","Fort Lauderdale, FL",POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394)
583,362419,293580869,"Cancun, Mexico","Houston, TX",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
584,361740,276007620,"Portland, OR","Las Vegas, NV",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
585,361366,461103016,"Mexico City, Mexico","Miami, FL",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
586,360972,369274356,"West Palm Beach/Palm Beach, FL","Newark, NJ",POINT (-80.0533746 26.7153424),POINT (-80.0533746 26.7153424),POINT (-80.0533746 26.7153424)
587,360913,300568773,"New Orleans, LA","Chicago, IL",POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999)
588,359659,367931157,"Newark, NJ","West Palm Beach/Palm Beach, FL",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
589,359442,782145792,"Philadelphia, PA","Las Vegas, NV",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
590,359353,673864096,"Seattle, WA","Houston, TX",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
591,358640,672505740,"Houston, TX","Seattle, WA",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
592,357289,538077234,"Miami, FL","Bogota, Colombia",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
593,356798,289024158,"Houston, TX","Cancun, Mexico",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
594,356204,1550567035,"Orlando, FL","London, United Kingdom",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
595,355964,756423500,"Los Angeles, CA","Charlotte, NC",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
596,355903,1277335867,"Madrid, Spain","New York, NY",POINT (-3.7037902 40.4167754),POINT (-3.7037902 40.4167754),POINT (-3.7037902 40.4167754)
597,355674,38768466,"San Diego, CA","Los Angeles, CA",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
598,353840,532883040,"Bogota, Colombia","Miami, FL",POINT (-74.072092 4.710988599999999),POINT (-74.072092 4.710988599999999),POINT (-74.072092 4.710988599999999)
599,353374,223240521,"Charlotte, NC","Fort Lauderdale, FL",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
600,353335,147340695,"San Diego, CA","San Jose, CA",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
601,352440,460171560,"San Diego, CA","Houston, TX",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
602,352025,942370925,"Honolulu, HI","Seattle, WA",POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444)
603,351777,222230240,"Fort Lauderdale, FL","Charlotte, NC",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
604,351003,146368251,"San Jose, CA","San Diego, CA",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
605,350192,674819984,"Seattle, WA","Detroit, MI",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
606,350154,1350193824,"Frankfurt, Germany","New York, NY",POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221)
607,349764,402928128,"Miami, FL","Panama City, Panama",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
608,349092,672700284,"Detroit, MI","Seattle, WA",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
609,349022,45372860,"Raleigh/Durham, NC","Charlotte, NC",POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678)
610,347514,906316512,"Miami, FL","Lima, Peru",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
611,347446,431527932,"Austin, TX","Los Angeles, CA",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
612,347417,841433613,"Seattle, WA","New York, NY",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
613,347166,366260123,"Toronto, Canada","Orlando, FL",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
614,346991,218951321,"Nashville, TN","Dallas/Fort Worth, TX",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
615,346570,321963530,"Tampa, FL","Dallas/Fort Worth, TX",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
616,346422,362357412,"Fort Lauderdale, FL","San Juan, PR",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
617,345555,901207440,"Lima, Peru","Miami, FL",POINT (-77.04279339999999 -12.046374),POINT (-77.04279339999999 -12.046374),POINT (-77.04279339999999 -12.046374)
618,345228,552550872,"Boston, MA","Houston, TX",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
619,344476,303138880,"Atlanta, GA","Cancun, Mexico",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
620,343883,1234196087,"New York, NY","Madrid, Spain",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
621,343794,316290480,"Philadelphia, PA","Tampa, FL",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
622,343565,730075625,"Charlotte, NC","Los Angeles, CA",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
623,343221,865260141,"San Francisco, CA","Philadelphia, PA",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
624,343139,549227075,"Houston, TX","Boston, MA",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
625,343015,395153280,"Panama City, Panama","Miami, FL",POINT (-79.51986959999999 8.9823792),POINT (-79.51986959999999 8.9823792),POINT (-79.51986959999999 8.9823792)
626,342588,2149318018,"Chicago, IL","Tokyo, Japan",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
627,342495,318177855,"Dallas/Fort Worth, TX","Tampa, FL",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
628,342187,84862376,"San Antonio, TX","Dallas, TX",POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219)
629,341904,300875520,"Cancun, Mexico","Atlanta, GA",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
630,340850,152359950,"New Orleans, LA","Dallas/Fort Worth, TX",POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999)
631,340794,313530480,"Tampa, FL","Philadelphia, PA",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
632,340654,44285020,"Charlotte, NC","Raleigh/Durham, NC",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
633,340446,214821426,"Dallas/Fort Worth, TX","Nashville, TN",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
634,340061,131263546,"Las Vegas, NV","San Jose, CA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
635,340058,823614059,"New York, NY","Seattle, WA",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
636,340012,92143252,"Pensacola, FL","Atlanta, GA",POINT (-87.21691490000001 30.42130899999999),POINT (-87.21691490000001 30.42130899999999),POINT (-87.21691490000001 30.42130899999999)
637,339592,1309466752,"New York, NY","Frankfurt, Germany",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
638,339465,1934611035,"Frankfurt, Germany","San Francisco, CA",POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221)
639,338946,162693927,"San Diego, CA","Sacramento, CA",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
640,338813,420805746,"Los Angeles, CA","Austin, TX",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
641,338560,130684160,"San Jose, CA","Las Vegas, NV",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
642,338256,36869904,"Los Angeles, CA","San Diego, CA",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
643,338125,187321274,"Cleveland, OH","Atlanta, GA",POINT (-81.6943605 41.49932),POINT (-81.6943605 41.49932),POINT (-81.6943605 41.49932)
644,338088,91621848,"Atlanta, GA","Pensacola, FL",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
645,337918,123677988,"Pittsburgh, PA","Charlotte, NC",POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999)
646,337591,150903177,"Dallas/Fort Worth, TX","New Orleans, LA",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
647,337485,379333140,"Boston, MA","Minneapolis, MN",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
648,336582,186466444,"Atlanta, GA","Cleveland, OH",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
649,335149,287892991,"Atlanta, GA","Hartford, CT",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
650,335107,241612147,"Atlanta, GA","Dallas, TX",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
651,334317,109653441,"Albuquerque, NM","Phoenix, AZ",POINT (-106.6055534 35.0853336),POINT (-106.6055534 35.0853336),POINT (-106.6055534 35.0853336)
652,334294,122351604,"Charlotte, NC","Pittsburgh, PA",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
653,334244,287115596,"Hartford, CT","Atlanta, GA",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
654,333690,210224700,"Salt Lake City, UT","Portland, OR",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
655,333462,109373286,"Phoenix, AZ","Albuquerque, NM",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
656,333417,160040160,"Sacramento, CA","San Diego, CA",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
657,332928,240041088,"Dallas, TX","Atlanta, GA",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
658,332858,266286400,"Vancouver, Canada","San Francisco, CA",POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291)
659,331545,113388390,"Santa Ana, CA","San Jose, CA",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
660,330070,112883940,"San Jose, CA","Santa Ana, CA",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
661,329934,883233318,"Seattle, WA","Honolulu, HI",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
662,328868,154960689,"Chicago, IL","Buffalo, NY",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
663,328862,1198044266,"Amsterdam, Netherlands","New York, NY",POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157)
664,328809,105547689,"Louisville, KY","Atlanta, GA",POINT (-85.7584557 38.2526647),POINT (-85.7584557 38.2526647),POINT (-85.7584557 38.2526647)
665,328371,511602018,"Denver, CO","Philadelphia, PA",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
666,328362,827800602,"Philadelphia, PA","San Francisco, CA",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
667,328298,154689695,"Buffalo, NY","Chicago, IL",POINT (-78.8783689 42.88644679999999),POINT (-78.8783689 42.88644679999999),POINT (-78.8783689 42.88644679999999)
668,328265,122443345,"Cincinnati, OH","Atlanta, GA",POINT (-84.5120196 39.1031182),POINT (-84.5120196 39.1031182),POINT (-84.5120196 39.1031182)
669,328082,1869739318,"San Francisco, CA","Frankfurt, Germany",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
670,327688,752371648,"San Francisco, CA","Charlotte, NC",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
671,327031,1680768444,"Tokyo, Japan","San Francisco, CA",POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875)
672,326870,509263460,"Philadelphia, PA","Denver, CO",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
673,326459,1677729300,"San Francisco, CA","Tokyo, Japan",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
674,326236,104721756,"Atlanta, GA","Louisville, KY",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
675,325275,295674975,"Denver, CO","Sacramento, CA",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
676,325158,121284430,"Atlanta, GA","Cincinnati, OH",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
677,324623,678462172,"New York, NY","Mexico City, Mexico",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
678,324597,80500056,"Dallas, TX","San Antonio, TX",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
679,324435,259548000,"San Francisco, CA","Vancouver, Canada",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
680,324395,705883520,"Los Angeles, CA","Toronto, Canada",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
681,324222,466811750,"Chicago, IL","Cancun, Mexico",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
682,323968,466448152,"Cancun, Mexico","Chicago, IL",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
683,323686,318183338,"Detroit, MI","Tampa, FL",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
684,323605,252700551,"Chicago, IL","Hartford, CT",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
685,323532,203825160,"Portland, OR","Salt Lake City, UT",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
686,322735,1289326325,"Milan, Italy","New York, NY",POINT (9.1859243 45.4654219),POINT (9.1859243 45.4654219),POINT (9.1859243 45.4654219)
687,322246,316767818,"Tampa, FL","Detroit, MI",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
688,322245,251650155,"Hartford, CT","Chicago, IL",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
689,321659,686098647,"Newark, NJ","Phoenix, AZ",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
690,321276,554662976,"Chicago, IL","Santa Ana, CA",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
691,320596,770071592,"Los Angeles, CA","Philadelphia, PA",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
692,320559,1520942203,"Sao Paulo, Brazil","New York, NY",POINT (-46.63330939999999 -23.5505199),POINT (-46.63330939999999 -23.5505199),POINT (-46.63330939999999 -23.5505199)
